,Average Drawdown,Average Drawdown,Average Drawdown,Average Drawdown,Worst Drawdown,Worst Drawdown,Worst Drawdown,Worst Drawdown
,AAPL,MSFT,JPM,XOM,AAPL,MSFT,JPM,XOM
Regime,,,,,,,,
High,-0.3630134313796726,-0.25524060977588037,-0.2869968306044132,-0.12348324558645077,-0.8196935061313444,-0.7165111233933366,-0.7583376535483968,-0.6211360596689603
Low,-0.13145029978099695,-0.21736601162035835,-0.15561615173360588,-0.10264752861389635,-0.7530899058446666,-0.5945640608603127,-0.47963714531757484,-0.38109530571119876
Normal,-0.31087434765181915,-0.21571002606960676,-0.20270860611518926,-0.10274535884370978,-0.8224294950354811,-0.6173830260207299,-0.7206952918013669,-0.5890116266727038
